ENST00000641515.2|ENSG00000186092.7|OTTHUMG00000001094.4|OTTHUMT00000003223.4|OR4F5-201|OR4F5|2618|UTR5:1-60|CDS:61-1041|UTR3:1042-2618|	2618
ENST00000426406.4|ENSG00000284733.2|OTTHUMG00000002860.3|OTTHUMT00000007999.3|OR4F29-201|OR4F29|939|CDS:1-939|	939
ENST00000332831.5|ENSG00000284662.2|OTTHUMG00000002581.3|OTTHUMT00000007334.3|OR4F16-201|OR4F16|939|CDS:1-939|	939
ENST00000618323.5|ENSG00000187634.13|OTTHUMG00000040719.11|-|SAMD11-213|SAMD11|3468|UTR5:1-509|CDS:510-3047|UTR3:3048-3468|	3468
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|UTR5:1-16|CDS:17-2266|UTR3:2267-2757|	2757
ENST00000338591.8|ENSG00000187961.15|OTTHUMG00000040721.8|OTTHUMT00000097875.4|KLHL17-201|KLHL17|2567|UTR5:1-110|CDS:111-2039|UTR3:2040-2567|	2567
ENST00000379407.7|ENSG00000187583.11|OTTHUMG00000040756.5|OTTHUMT00000473255.1|PLEKHN1-201|PLEKHN1|2194|UTR5:1-30|CDS:31-1761|UTR3:1762-2194|	2194
ENST00000433179.4|ENSG00000187642.10|OTTHUMG00000040757.3|-|PERM1-202|PERM1|3520|UTR5:1-173|CDS:174-2546|UTR3:2547-3520|	3520
ENST00000304952.11|ENSG00000188290.11|OTTHUMG00000040758.2|OTTHUMT00000097944.1|HES4-201|HES4|885|UTR5:1-124|CDS:125-790|UTR3:791-885|	885
ENST00000649529.1|ENSG00000187608.10|OTTHUMG00000040777.4|OTTHUMT00000501480.1|ISG15-203|ISG15|637|UTR5:1-77|CDS:78-575|UTR3:576-637|	637
ENST00000379370.7|ENSG00000188157.16|OTTHUMG00000040778.7|OTTHUMT00000097990.3|AGRN-201|AGRN|7326|UTR5:1-53|CDS:54-6191|UTR3:6192-7326|	7326
ENST00000453464.3|ENSG00000237330.3|OTTHUMG00000185582.2|OTTHUMT00000470774.2|RNF223-201|RNF223|1900|UTR5:1-300|CDS:301-1050|UTR3:1051-1900|	1900
ENST00000421241.7|ENSG00000131591.18|OTTHUMG00000000745.9|OTTHUMT00000001852.2|C1orf159-205|C1orf159|1832|UTR5:1-165|CDS:166-762|UTR3:763-1832|	1832
ENST00000379289.6|ENSG00000162571.14|OTTHUMG00000000851.6|OTTHUMT00000530342.1|TTLL10-202|TTLL10|2288|UTR5:1-177|CDS:178-2199|UTR3:2200-2288|	2288
ENST00000379265.5|ENSG00000186891.14|OTTHUMG00000001414.5|OTTHUMT00000004084.1|TNFRSF18-202|TNFRSF18|705|CDS:1-705|	705
ENST00000379236.4|ENSG00000186827.12|OTTHUMG00000001415.5|OTTHUMT00000004086.3|TNFRSF4-201|TNFRSF4|1075|UTR5:1-26|CDS:27-860|UTR3:861-1075|	1075
ENST00000360001.12|ENSG00000078808.20|OTTHUMG00000001812.7|OTTHUMT00000005064.2|SDF4-202|SDF4|1933|UTR5:1-284|CDS:285-1352|UTR3:1353-1933|	1933
ENST00000379198.5|ENSG00000176022.7|OTTHUMG00000001813.3|OTTHUMT00000005071.3|B3GALT6-201|B3GALT6|2805|UTR5:1-42|CDS:43-1032|UTR3:1033-2805|	2805
