ENST00000335137.4|ENSG00000186092.6|OTTHUMG00000001094.4|-|OR4F5-201|OR4F5|1054|UTR5:1-36|CDS:37-954|UTR3:955-1054|	1054
ENST00000426406.3|ENSG00000284733.1|OTTHUMG00000002860.3|OTTHUMT00000007999.3|OR4F29-201|OR4F29|995|UTR5:1-19|CDS:20-958|UTR3:959-995|	995
ENST00000332831.4|ENSG00000284662.1|OTTHUMG00000002581.3|OTTHUMT00000007334.3|OR4F16-201|OR4F16|995|UTR5:1-19|CDS:20-958|UTR3:959-995|	995
ENST00000342066.8|ENSG00000187634.12|OTTHUMG00000040719.11|OTTHUMT00000276866.3|SAMD11-202|SAMD11|2557|UTR5:1-90|CDS:91-2136|UTR3:2137-2557|	2557
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|UTR5:1-16|CDS:17-2266|UTR3:2267-2757|	2757
ENST00000338591.8|ENSG00000187961.14|OTTHUMG00000040721.8|OTTHUMT00000097875.4|KLHL17-201|KLHL17|2567|UTR5:1-110|CDS:111-2039|UTR3:2040-2567|	2567
ENST00000379409.6|ENSG00000187583.11|OTTHUMG00000040756.5|OTTHUMT00000473256.1|PLEKHN1-202|PLEKHN1|2455|UTR5:1-30|CDS:31-2022|UTR3:2023-2455|	2455
ENST00000433179.3|ENSG00000187642.9|OTTHUMG00000040757.3|-|PERM1-202|PERM1|3340|CDS:1-2373|UTR3:2374-3340|	3340
ENST00000304952.11|ENSG00000188290.11|OTTHUMG00000040758.2|OTTHUMT00000097944.1|HES4-201|HES4|885|UTR5:1-124|CDS:125-790|UTR3:791-885|	885
ENST00000649529.1|ENSG00000187608.10|OTTHUMG00000040777.4|OTTHUMT00000501480.1|ISG15-203|ISG15|637|UTR5:1-77|CDS:78-575|UTR3:576-637|	637
ENST00000379370.7|ENSG00000188157.15|OTTHUMG00000040778.7|OTTHUMT00000097990.3|AGRN-201|AGRN|7326|UTR5:1-53|CDS:54-6191|UTR3:6192-7326|	7326
ENST00000453464.3|ENSG00000237330.3|OTTHUMG00000185582.2|OTTHUMT00000470774.2|RNF223-201|RNF223|1900|UTR5:1-300|CDS:301-1050|UTR3:1051-1900|	1900
ENST00000421241.6|ENSG00000131591.17|OTTHUMG00000000745.9|OTTHUMT00000001852.2|C1orf159-205|C1orf159|1841|UTR5:1-174|CDS:175-771|UTR3:772-1841|	1841
ENST00000379290.6|ENSG00000162571.14|OTTHUMG00000000851.6|OTTHUMT00000002421.4|TTLL10-203|TTLL10|2307|UTR5:1-196|CDS:197-2218|UTR3:2219-2307|	2307
ENST00000379268.7|ENSG00000186891.14|OTTHUMG00000001414.5|OTTHUMT00000004083.3|TNFRSF18-203|TNFRSF18|1083|UTR5:1-21|CDS:22-747|UTR3:748-1083|	1083
ENST00000379236.4|ENSG00000186827.11|OTTHUMG00000001415.5|OTTHUMT00000004086.3|TNFRSF4-201|TNFRSF4|1075|UTR5:1-26|CDS:27-860|UTR3:861-1075|	1075
ENST00000360001.11|ENSG00000078808.18|OTTHUMG00000001812.7|OTTHUMT00000005064.2|SDF4-202|SDF4|1956|UTR5:1-284|CDS:285-1352|UTR3:1353-1956|	1956
ENST00000379198.5|ENSG00000176022.7|OTTHUMG00000001813.3|OTTHUMT00000005071.3|B3GALT6-201|B3GALT6|2805|UTR5:1-42|CDS:43-1032|UTR3:1033-2805|	2805
ENST00000330388.2|ENSG00000184163.3|OTTHUMG00000001412.6|OTTHUMT00000004080.4|C1QTNF12-201|C1QTNF12|1036|UTR5:1-32|CDS:33-941|UTR3:942-1036|	1036
ENST00000349431.11|ENSG00000160087.21|OTTHUMG00000001911.9|OTTHUMT00000005430.1|UBE2J2-202|UBE2J2|2260|UTR5:1-189|CDS:190-969|UTR3:970-2260|	2260
ENST00000379116.10|ENSG00000162572.21|OTTHUMG00000002081.8|OTTHUMT00000407296.2|SCNN1D-205|SCNN1D|3050|UTR5:1-226|CDS:227-2635|UTR3:2636-3050|	3050
ENST00000354700.10|ENSG00000131584.19|OTTHUMG00000002235.5|OTTHUMT00000006366.3|ACAP3-202|ACAP3|3793|UTR5:1-115|CDS:116-2620|UTR3:2621-3793|	3793
ENST00000379031.10|ENSG00000169972.12|OTTHUMG00000003361.4|OTTHUMT00000009438.2|PUSL1-201|PUSL1|1257|UTR5:1-47|CDS:48-959|UTR3:960-1257|	1257
ENST00000435064.6|ENSG00000127054.21|OTTHUMG00000003330.13|OTTHUMT00000009360.2|INTS11-208|INTS11|2114|UTR5:1-52|CDS:53-1855|UTR3:1856-2114|	2114
